SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;40
SBERP;0;20211004;095944;315.000000000;20
SBERP;0;20211004;095944;315.000000000;140
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;30
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;20
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;20
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;20
SBERP;0;20211004;095944;315.000000000;20
SBERP;0;20211004;095944;315.000000000;1000
SBERP;0;20211004;095944;315.000000000;30
SBERP;0;20211004;095944;315.000000000;10
SBERP;0;20211004;095944;315.000000000;20
SBERP;0;20211004;095944;315.000000000;470
SBERP;0;20211004;095944;315.000000000;110
SBERP;0;20211004;100001;315.730000000;310
SBERP;0;20211004;100005;315.300000000;290
SBERP;0;20211004;100006;315.340000000;230
SBERP;0;20211004;100008;315.330000000;280
SBERP;0;20211004;100010;315.360000000;20
SBERP;0;20211004;100013;315.040000000;20
SBERP;0;20211004;100013;315.040000000;30
SBERP;0;20211004;100013;315.040000000;450
SBERP;0;20211004;100014;315.040000000;140
SBERP;0;20211004;100014;315.100000000;100
SBERP;0;20211004;100014;315.100000000;100
SBERP;0;20211004;100014;315.040000000;40
SBERP;0;20211004;100014;315.050000000;30
SBERP;0;20211004;100014;315.100000000;100
SBERP;0;20211004;100014;315.100000000;100
SBERP;0;20211004;100015;315.040000000;280
SBERP;0;20211004;100016;315.100000000;500
SBERP;0;20211004;100016;315.100000000;2000
SBERP;0;20211004;100016;315.100000000;240
SBERP;0;20211004;100016;315.100000000;860
SBERP;0;20211004;100016;315.250000000;200
SBERP;0;20211004;100017;315.260000000;10
SBERP;0;20211004;100018;315.030000000;20
SBERP;0;20211004;100018;315.260000000;40
SBERP;0;20211004;100018;315.260000000;60
SBERP;0;20211004;100018;315.650000000;40
SBERP;0;20211004;100018;315.630000000;40
SBERP;0;20211004;100019;315.530000000;10
SBERP;0;20211004;100019;315.530000000;10
SBERP;0;20211004;100019;315.520000000;10
SBERP;0;20211004;100019;315.510000000;10
SBERP;0;20211004;100022;315.480000000;40
SBERP;0;20211004;100022;315.480000000;10
SBERP;0;20211004;100024;315.110000000;10
SBERP;0;20211004;100024;315.400000000;10
SBERP;0;20211004;100028;315.050000000;20
SBERP;0;20211004;100028;315.030000000;20
SBERP;0;20211004;100028;315.020000000;50
SBERP;0;20211004;100028;315.010000000;90
SBERP;0;20211004;100028;315.000000000;310
SBERP;0;20211004;100029;315.010000000;90
SBERP;0;20211004;100029;315.010000000;30
SBERP;0;20211004;100029;315.310000000;150
SBERP;0;20211004;100029;315.030000000;20
SBERP;0;20211004;100029;315.020000000;40
SBERP;0;20211004;100048;315.070000000;110
SBERP;0;20211004;100048;315.060000000;380
SBERP;0;20211004;100048;315.050000000;410
SBERP;0;20211004;100050;315.030000000;10
SBERP;0;20211004;100055;315.030000000;10
SBERP;0;20211004;100055;315.240000000;10
SBERP;0;20211004;100100;315.050000000;10
SBERP;0;20211004;100100;315.120000000;10
SBERP;0;20211004;100101;315.140000000;20
SBERP;0;20211004;100101;315.460000000;1280
SBERP;0;20211004;100104;315.400000000;10
SBERP;0;20211004;100106;315.570000000;10
SBERP;0;20211004;100110;315.400000000;500
SBERP;0;20211004;100110;315.330000000;20
SBERP;0;20211004;100110;315.330000000;20
SBERP;0;20211004;100110;315.330000000;20
SBERP;0;20211004;100110;315.330000000;20
SBERP;0;20211004;100110;315.330000000;20
SBERP;0;20211004;100110;315.330000000;20
